Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career,EncodeCareer
4,2,5,4,10,3,8,2,8,2,5,2,5,2,5,1,1,2,2,2,5,3,2,2,10,9,3,1,4,4,4,1,5,10,1,4,3,1,4,4,2,1,5,4,5,5,2,2,1,1,4,3,4,5,1,1,1,10,3,4,1,3,2,3,1,1,3,1,1,3,4,5,4,3,1,4,3,3,2,1,2,5,3,3,1,2,2,1,2,1,2,1,5,1,1,2,2,1,1,2,3,4,5,1,2,4,1,2,2,3,1,4,5,3,5,1,Information Systems Manager,58
7,5,5,4,4,2,7,2,1,2,2,1,4,3,1,2,1,5,5,4,2,5,1,2,4,2,2,1,2,1,1,2,4,4,3,5,2,2,1,4,10,4,3,2,1,4,5,4,4,5,4,3,2,9,2,4,5,4,2,5,2,2,3,3,4,3,5,10,8,2,2,3,2,1,4,4,5,4,3,3,7,3,3,4,1,2,5,4,2,4,3,5,5,1,2,5,4,2,3,1,3,5,3,4,4,2,1,1,4,3,3,2,5,5,2,5,Ethical Hacker,40
5,1,5,3,3,4,2,4,1,3,2,3,5,1,2,10,1,4,4,4,5,4,3,2,2,1,3,4,3,4,8,2,5,1,2,4,1,4,2,4,1,4,2,4,1,3,3,5,5,2,4,4,4,2,2,4,1,2,5,1,3,4,5,5,5,5,4,5,5,1,2,3,4,3,3,2,4,1,2,5,5,3,1,3,5,4,2,1,2,2,3,5,1,2,1,1,5,2,1,1,2,2,2,3,2,5,1,3,2,4,3,3,3,3,9,1,UX/UI Designer,95
9,3,2,1,3,3,3,3,2,1,4,2,4,4,9,1,1,1,2,2,5,7,5,4,2,5,1,4,2,3,4,4,5,2,5,4,1,2,2,2,1,4,3,4,1,5,5,8,5,1,3,1,2,5,2,4,8,5,4,5,5,5,1,5,4,4,3,5,1,5,4,2,5,1,4,5,3,2,4,3,4,2,3,3,2,2,2,4,4,1,3,3,5,10,1,1,2,3,1,2,1,3,3,2,3,2,3,5,2,5,3,4,3,4,3,2,Big Data Engineer,8
7,9,2,2,4,1,5,2,5,2,5,5,2,1,2,1,3,3,3,3,10,4,2,5,4,4,5,4,5,4,3,5,3,2,5,5,1,4,5,1,1,1,3,1,5,2,4,3,1,1,3,3,5,5,2,5,5,3,3,4,3,3,5,5,3,3,4,1,3,2,4,1,5,3,2,5,3,1,3,3,2,4,5,5,3,2,4,3,5,3,1,4,3,2,5,1,2,5,1,5,4,3,5,1,4,3,4,2,2,3,2,3,2,2,2,3,Geographic Information Systems (GIS) Specialist,47
5,2,5,4,8,4,9,3,1,3,3,5,3,5,1,5,4,5,4,3,3,4,3,2,1,5,1,3,1,2,2,5,3,3,2,4,1,2,1,10,2,5,4,4,3,5,2,1,1,5,2,3,4,4,3,2,1,9,1,2,2,5,5,3,3,1,2,5,1,5,2,2,3,2,2,1,2,4,1,3,1,1,2,1,5,4,9,3,7,2,4,2,1,2,3,5,4,5,5,5,5,1,8,3,2,2,2,3,3,3,2,1,5,3,3,4,Data Governance Analyst,25
9,5,3,2,7,4,5,4,4,9,8,2,3,1,5,8,9,7,3,8,4,1,1,5,4,5,3,5,1,2,4,2,1,2,3,2,5,1,4,1,5,1,2,2,3,5,5,4,4,4,5,3,4,2,4,4,5,1,1,2,4,2,2,4,2,2,3,2,1,3,5,4,5,4,3,5,1,2,4,5,4,2,3,3,1,1,3,4,4,4,4,2,3,5,3,1,4,3,4,4,2,2,4,3,5,2,5,5,4,2,4,2,1,3,1,3,Full Stack Developer,44
7,1,5,2,1,10,5,4,1,4,3,4,2,2,5,5,3,2,9,3,4,1,3,4,1,5,2,4,2,4,2,8,2,5,2,4,2,2,7,4,2,4,3,4,4,4,1,2,1,2,2,3,1,1,5,3,2,2,5,2,1,5,5,2,2,5,1,2,2,5,3,1,9,2,3,2,4,5,2,4,2,5,4,4,5,3,3,5,2,1,2,4,1,4,4,5,3,3,3,3,1,3,5,2,4,2,1,5,4,1,5,4,3,4,1,1,Software Test Engineer,83
9,3,5,3,2,8,3,1,4,3,3,4,1,1,2,5,1,1,2,4,1,1,3,5,4,3,5,4,5,4,1,4,2,3,2,5,5,2,4,3,1,3,3,4,5,4,4,1,5,5,1,3,5,2,2,2,3,2,1,5,1,5,1,1,4,3,1,3,3,4,1,1,2,3,4,3,1,2,1,5,2,4,4,3,3,2,1,2,5,2,2,5,1,5,2,3,4,1,1,5,3,2,3,5,1,2,5,4,4,4,1,1,3,10,4,5,Technical Evangelist,89
4,9,7,4,5,5,2,3,5,4,5,7,5,2,7,5,5,2,5,1,8,7,5,4,5,2,3,3,4,1,5,3,4,5,2,4,1,5,5,3,3,4,1,3,5,4,4,1,3,3,1,5,4,1,2,1,4,5,2,2,2,4,1,3,4,4,4,3,4,3,2,1,4,3,2,5,1,5,1,4,3,1,4,2,4,5,1,3,5,2,4,9,2,3,5,1,2,3,4,3,5,2,3,1,5,1,3,3,5,5,4,3,3,1,4,1,Data Scientist,28
7,1,10,10,4,1,5,5,5,3,5,4,3,10,2,5,3,5,5,2,2,3,5,3,4,4,1,2,8,5,1,4,5,1,1,4,5,5,1,2,2,2,1,2,4,1,2,3,5,1,5,5,2,3,2,3,3,5,5,3,3,3,8,4,4,1,4,2,5,4,3,3,2,1,3,4,3,1,2,1,1,5,3,3,4,1,2,3,3,2,5,4,3,3,4,4,3,4,4,2,4,2,1,4,2,1,4,4,5,3,5,4,5,5,4,3,Algorithm Engineer,3
9,1,4,3,1,2,1,2,4,4,1,3,5,10,5,4,3,1,5,1,1,3,5,4,4,7,7,2,3,5,5,10,2,2,3,1,1,1,10,1,3,2,5,1,2,5,4,3,3,3,3,3,1,1,4,5,1,3,2,2,5,4,4,1,4,4,3,2,1,4,4,2,5,1,4,1,1,5,4,1,4,4,3,10,1,1,4,1,3,3,2,1,1,5,4,5,3,1,1,5,5,2,2,2,5,4,5,3,1,4,1,4,4,3,3,3,Firmware Engineer,42
1,4,4,1,2,1,3,7,8,5,2,1,5,2,4,1,3,2,4,2,4,2,8,5,4,1,1,2,5,4,5,2,4,1,1,4,4,4,1,4,4,5,2,5,2,2,2,1,1,4,5,5,4,9,4,3,5,1,3,4,1,5,2,4,5,5,4,4,4,5,3,2,5,4,3,2,3,4,7,10,3,3,2,4,2,3,3,4,1,4,2,3,5,3,1,1,4,5,2,4,3,5,3,5,5,5,2,5,4,1,5,2,3,5,1,2,Wireless Network Engineer,101
5,4,4,2,1,2,8,4,5,3,4,1,2,4,5,5,3,2,4,3,1,4,3,1,8,2,2,1,4,2,2,1,1,5,1,1,3,4,3,9,5,4,3,3,4,1,4,3,2,4,5,3,3,2,2,2,2,1,4,5,5,3,1,3,5,4,1,1,5,3,4,1,3,1,3,2,3,5,4,1,3,5,4,3,3,1,2,1,2,4,1,5,5,5,5,2,3,4,5,4,1,2,2,2,3,3,2,3,4,9,4,4,1,1,2,5,IT Risk Manager,54
2,3,4,3,2,3,9,3,4,5,1,1,4,3,2,3,4,2,5,2,1,3,5,5,10,1,1,1,5,2,5,1,1,2,1,5,2,5,4,9,5,3,1,4,5,2,5,4,1,5,4,5,5,4,3,2,2,2,4,3,1,1,1,3,1,4,5,1,5,3,2,5,5,1,5,1,2,5,2,2,1,2,5,5,1,2,2,2,2,4,1,3,3,4,2,5,2,2,3,4,1,2,1,1,4,5,2,3,3,9,1,5,5,4,1,5,IT Risk Manager,54
9,9,9,10,2,3,5,5,3,3,3,7,3,2,1,5,3,4,5,5,2,4,5,2,4,4,3,4,2,4,4,4,3,5,4,1,5,1,4,3,2,5,4,1,4,2,4,1,1,7,4,5,3,2,3,4,3,2,3,2,1,1,4,3,1,3,1,4,1,1,2,4,5,3,5,5,2,5,1,2,2,2,4,5,2,1,1,2,4,3,2,3,4,2,2,1,2,2,2,1,3,1,1,2,2,5,5,4,5,2,4,3,5,5,2,2,Computational Linguist,18
7,9,5,2,2,4,3,8,9,1,3,1,2,2,1,2,5,2,5,4,1,3,4,1,3,5,10,5,2,2,5,4,3,5,4,3,4,5,3,3,4,9,3,4,2,1,4,3,1,5,1,1,1,2,2,2,1,3,3,1,1,3,4,5,1,1,2,2,1,4,4,2,5,1,4,4,1,5,2,1,5,3,3,5,2,1,4,1,2,3,1,5,1,1,3,3,4,3,3,1,3,1,1,5,1,4,1,1,2,4,2,5,1,4,4,5,IoT Developer,59
8,5,1,1,1,2,4,5,3,5,2,3,8,3,4,1,9,8,4,1,5,3,5,5,4,1,3,1,1,8,4,8,1,3,4,5,2,1,1,3,5,2,3,2,3,3,4,3,5,4,2,4,2,2,2,3,5,4,2,5,2,2,1,2,1,1,2,5,5,3,1,5,5,3,1,2,1,4,5,3,1,3,4,2,2,5,1,4,1,1,3,5,5,1,1,4,1,5,3,4,3,1,4,3,4,2,2,5,4,4,5,2,4,5,5,4,Mobile App Developer,63
4,4,2,3,3,5,5,1,1,7,8,3,4,3,3,7,9,7,5,1,5,5,2,5,2,4,1,3,4,3,1,7,5,4,2,3,4,2,1,1,4,2,4,4,2,5,3,3,3,4,3,4,4,2,1,2,5,3,2,2,2,5,5,3,1,3,1,1,5,5,2,3,1,1,1,2,5,5,2,3,3,2,5,3,1,1,5,2,2,3,5,5,3,5,5,3,5,3,4,2,2,5,1,1,2,1,3,3,4,1,2,4,5,3,2,2,Web Developer,99
4,5,2,5,1,2,9,10,5,4,5,5,2,5,5,5,3,2,4,1,2,3,4,1,2,1,3,5,1,2,3,3,3,5,5,2,3,4,3,2,3,3,4,2,3,5,1,4,4,2,5,5,5,9,2,2,3,3,4,4,1,1,4,1,3,4,2,10,7,1,10,4,4,1,4,2,5,1,5,3,5,4,2,5,5,2,1,2,3,5,2,5,1,5,5,2,1,3,2,2,1,4,5,2,1,2,1,1,3,1,1,4,5,3,5,2,Cloud Security Engineer,16
7,3,3,4,7,1,3,1,3,3,2,4,4,2,9,5,3,5,3,4,5,9,4,4,2,2,5,1,1,4,3,5,5,5,3,4,3,5,3,4,1,5,1,2,1,2,3,10,1,4,4,1,1,2,1,1,9,1,5,5,4,2,4,4,2,2,4,1,1,3,3,3,4,2,5,2,5,2,2,5,1,3,4,4,1,1,4,5,4,2,5,1,4,10,5,2,2,1,5,2,2,2,8,2,5,1,5,1,1,2,1,1,3,3,3,4,Data Engineer,24
5,3,2,5,1,8,4,3,5,2,4,5,5,3,2,1,5,2,4,1,5,3,3,1,9,5,4,4,3,3,5,2,4,9,1,1,3,2,1,10,4,4,2,3,5,4,3,2,4,3,5,5,2,4,2,5,2,4,4,3,3,1,3,1,3,4,4,2,4,4,1,2,4,4,5,4,5,3,3,4,2,4,3,5,5,3,4,3,3,5,5,3,5,4,4,1,3,2,4,5,3,2,2,2,2,4,1,5,4,1,4,5,4,9,3,4,IT Trainer,56
2,1,1,3,2,2,8,2,3,5,1,1,4,3,4,1,2,5,4,3,1,1,5,1,4,1,1,5,2,3,3,4,3,5,5,1,1,4,2,1,5,1,4,4,1,2,3,5,2,4,5,5,3,7,3,3,2,4,4,2,4,2,4,1,4,1,3,10,9,5,3,1,2,2,5,4,3,4,9,8,9,5,5,3,5,1,1,5,2,2,5,3,2,5,1,4,2,3,4,4,3,3,5,1,3,3,4,2,2,3,1,3,1,4,5,4,Network Security Engineer,69
8,10,3,2,4,4,5,5,3,3,5,3,2,4,1,1,4,1,1,2,4,5,4,3,3,4,1,9,3,5,2,5,1,5,5,3,1,5,2,4,4,3,5,2,2,5,5,1,4,5,5,2,3,4,4,4,1,4,2,5,10,1,1,2,3,3,1,3,10,1,4,3,3,2,2,2,3,3,1,3,1,8,9,3,2,4,2,4,3,2,3,1,2,4,2,5,5,1,2,2,4,4,4,2,2,5,3,4,3,3,1,2,2,5,2,1,Quantum Computing Engineer,72
10,9,8,2,3,2,1,2,2,4,1,8,5,5,1,1,5,3,5,2,7,5,4,1,4,4,4,2,1,5,2,4,2,2,4,4,2,2,1,1,4,4,2,3,1,3,2,5,5,5,5,2,1,1,3,4,5,1,2,4,3,3,1,2,2,1,1,1,1,2,2,1,2,3,2,2,4,2,1,1,1,5,2,4,1,1,5,3,5,1,1,2,3,1,4,1,5,5,2,1,1,2,1,3,7,2,10,4,1,1,4,5,2,2,5,3,Bioinformatics Specialist,9
10,2,2,3,4,3,2,10,8,4,2,1,4,1,2,1,2,1,1,4,5,4,3,3,8,7,4,1,5,1,2,9,3,5,1,5,5,5,9,4,5,5,4,2,3,3,5,5,3,1,1,5,3,1,1,3,1,3,4,5,3,2,3,4,2,1,2,2,1,2,1,2,1,3,4,4,2,4,4,2,1,5,3,4,10,1,2,5,4,5,1,3,4,1,2,2,3,3,4,1,1,3,5,3,3,2,3,5,2,2,5,5,2,2,2,5,Systems Engineer,88
2,1,3,3,2,5,4,8,2,1,5,5,3,2,3,3,1,2,2,8,4,2,7,2,4,9,5,5,2,1,2,5,1,2,5,2,3,4,10,1,3,5,5,2,3,1,4,3,1,3,3,2,5,4,4,3,2,3,3,1,2,1,3,4,3,4,1,3,3,1,4,1,7,2,3,1,3,4,4,3,2,1,1,2,1,5,1,2,5,2,1,1,5,4,2,3,2,5,2,4,2,2,2,3,4,5,4,2,5,4,4,3,3,4,5,2,Site Reliability Engineer,78
2,4,1,5,5,3,1,2,3,9,9,4,5,4,3,7,7,10,2,5,5,4,1,3,4,2,2,2,5,2,1,9,2,3,4,5,2,1,2,2,4,1,2,1,5,1,4,1,1,5,5,3,1,2,5,5,4,1,1,1,4,2,2,2,3,4,4,3,1,2,5,2,4,3,3,4,4,3,4,2,3,3,5,2,2,1,5,4,3,5,1,1,2,3,1,4,2,5,3,2,5,1,1,2,1,2,4,1,3,1,3,2,3,1,5,2,Front-End Developer,43
5,2,4,5,3,2,2,7,9,5,2,1,5,5,2,2,4,1,4,2,1,3,8,9,5,5,2,3,3,1,5,3,4,3,4,5,4,2,8,2,3,2,5,5,10,5,1,4,1,5,3,3,5,3,3,5,5,1,2,1,4,4,3,4,3,5,2,5,5,5,3,3,2,5,2,3,5,2,4,5,4,4,1,5,2,2,2,4,5,1,3,1,2,1,4,2,1,1,3,2,3,2,3,1,4,3,2,5,5,3,1,3,4,2,5,2,Systems Administrator,86
1,4,4,1,8,3,8,5,4,4,2,1,5,5,2,1,3,2,3,3,3,3,4,2,5,1,4,2,3,4,1,3,2,4,3,4,3,3,3,8,5,1,4,2,1,1,3,2,4,3,2,2,1,2,5,2,5,9,4,4,5,1,4,2,4,3,2,3,4,1,2,3,5,3,5,5,1,5,2,4,3,2,5,2,2,1,10,2,7,1,2,3,3,5,2,5,3,2,5,5,4,1,8,3,5,3,3,2,4,2,2,3,3,3,2,2,Data Governance Analyst,25
10,2,1,4,2,1,1,1,4,1,5,3,5,2,4,4,4,2,1,2,1,1,5,1,2,1,2,8,5,1,9,7,2,4,4,9,3,1,3,4,3,4,9,2,3,5,2,3,4,4,4,4,4,1,7,2,3,3,1,1,4,4,3,1,2,3,1,3,1,3,2,1,5,4,1,3,4,3,1,3,1,1,4,1,2,5,2,1,5,3,3,2,4,5,5,4,3,1,3,1,3,5,5,1,3,1,1,3,1,1,3,2,2,4,2,3,Virtual Reality Architect,97
8,8,1,1,2,4,5,4,4,2,4,1,4,2,4,4,1,1,2,3,1,2,4,1,5,2,5,8,5,3,1,9,2,5,3,5,1,5,2,5,5,4,3,5,4,5,5,3,5,3,5,3,5,3,1,5,4,5,5,4,8,1,4,4,3,3,4,4,5,1,3,2,5,5,1,3,2,3,3,1,5,1,3,2,5,1,4,2,4,3,2,2,5,3,1,2,1,3,3,4,1,1,5,3,3,3,3,5,4,3,2,4,5,4,4,5,Simulation Engineer,77
10,3,5,1,5,4,8,5,2,1,2,2,4,3,3,5,4,5,3,4,3,4,1,1,3,4,5,1,5,1,3,5,4,1,4,2,5,1,4,3,9,2,4,5,3,4,4,4,4,4,4,3,3,7,3,1,1,2,1,2,3,4,4,1,3,5,4,8,7,1,5,4,3,2,4,2,3,4,5,1,7,3,5,5,1,2,3,5,4,3,1,4,3,3,2,4,1,3,2,1,4,1,4,1,4,3,4,1,5,1,1,1,5,1,1,3,Ethical Hacker,40
7,4,2,5,8,5,3,2,4,7,9,5,5,5,2,7,10,7,3,8,3,5,2,3,4,3,5,1,3,5,5,1,3,3,4,5,3,3,2,1,4,1,2,2,2,3,1,1,5,3,4,4,5,2,3,1,5,1,1,1,2,4,2,2,4,4,5,2,3,1,3,3,3,4,5,2,4,5,5,5,5,1,1,4,2,2,4,2,4,2,3,1,4,5,2,4,3,3,1,4,4,2,5,3,5,3,2,1,4,3,3,4,1,3,5,2,Full Stack Developer,44
2,5,4,1,2,2,5,1,1,9,7,1,4,3,1,8,9,9,4,4,1,5,5,4,4,2,1,5,3,4,3,7,5,1,3,2,5,3,4,1,4,1,4,3,2,4,3,3,4,2,1,3,3,3,3,4,1,4,2,1,5,2,4,3,4,4,4,2,5,3,3,4,4,4,4,2,2,1,1,2,4,3,2,2,1,5,3,3,5,1,3,1,1,4,5,5,4,1,1,3,5,3,3,5,3,5,1,1,2,3,3,5,3,2,4,4,Front-End Developer,43
7,4,5,2,1,1,3,2,2,1,5,3,1,4,3,3,1,4,3,5,1,5,5,1,5,2,4,4,5,4,3,7,4,2,2,8,1,3,4,5,1,4,2,4,2,1,3,2,4,1,5,1,1,3,3,2,2,2,5,3,4,3,4,5,5,4,4,2,5,3,4,2,2,5,2,2,1,4,1,3,1,3,3,5,1,5,2,5,1,5,4,4,4,2,1,1,4,4,5,2,2,5,4,1,5,2,4,3,5,4,1,3,3,1,1,1,Game Designer,45
3,3,3,2,2,1,3,4,4,8,9,2,5,3,3,8,9,8,4,5,5,3,5,3,1,3,1,2,2,3,2,10,5,5,2,2,3,1,1,4,2,2,3,2,3,2,3,1,5,5,2,1,5,5,3,5,2,1,3,4,2,3,3,4,1,4,4,2,2,5,3,2,3,4,2,2,4,3,3,1,1,1,3,4,5,5,5,2,5,5,4,1,4,2,1,3,3,2,4,4,3,4,3,4,2,4,4,4,5,5,3,2,2,5,3,2,Web Developer,99
7,9,4,5,4,2,1,2,2,4,2,5,2,5,1,5,5,4,4,4,5,2,7,2,2,8,4,8,1,5,4,3,2,5,3,3,5,1,5,2,2,2,3,4,1,5,3,2,5,1,4,2,4,3,4,2,2,1,3,1,4,5,2,1,2,5,2,4,5,3,1,2,4,1,2,4,5,3,2,2,2,7,2,3,3,5,1,4,3,1,3,5,5,5,5,1,2,4,3,2,1,1,4,4,5,2,1,2,3,5,2,3,4,5,5,3,High-Performance Computing (HPC) Engineer,48
2,3,5,4,4,5,2,1,3,9,7,5,3,2,2,8,9,7,2,5,1,5,4,1,1,3,5,1,1,3,2,7,2,1,4,2,2,5,5,4,4,1,5,3,1,3,5,2,2,1,4,5,3,3,1,1,5,2,1,5,2,4,4,4,3,4,5,1,2,5,2,1,3,1,1,1,2,1,5,4,4,5,3,4,2,3,1,3,1,4,1,3,1,5,1,5,2,5,3,2,3,2,2,5,2,3,3,2,2,1,1,2,2,4,1,5,Web Developer,99
8,4,5,4,4,2,2,4,3,3,2,3,3,2,3,5,5,1,3,5,5,5,4,2,3,5,1,4,4,2,3,1,3,5,1,7,3,3,4,5,5,2,10,7,2,3,2,5,4,1,4,1,2,3,10,3,4,3,1,1,1,3,5,1,1,5,3,3,4,3,1,4,5,5,2,4,5,2,1,5,2,2,4,3,1,3,2,5,3,3,5,3,5,1,4,5,5,5,4,2,1,5,3,1,5,2,3,5,4,3,4,1,3,3,4,1,AR/VR Developer,2
4,5,5,3,3,1,5,1,4,8,9,4,5,1,5,10,7,8,2,5,4,5,5,3,5,1,3,2,5,5,2,8,3,4,1,3,5,1,3,4,1,2,5,1,1,1,1,2,1,2,1,1,2,1,3,2,5,3,1,1,5,3,2,3,5,2,2,4,1,2,2,4,4,2,5,4,3,5,3,3,5,2,1,3,5,3,1,4,4,4,3,3,5,2,1,4,2,1,4,4,2,1,5,4,2,2,5,5,2,2,3,1,5,5,5,2,Web Developer,99
7,5,4,3,2,9,5,3,5,2,5,1,1,1,3,1,4,3,5,5,4,1,5,5,5,3,5,4,3,3,5,2,4,4,4,3,3,3,3,3,2,4,4,5,4,2,3,2,3,5,3,1,1,3,1,4,4,2,4,5,5,2,1,5,4,4,3,2,1,3,4,2,2,5,4,4,3,4,4,1,2,1,4,3,5,1,1,3,4,5,1,3,1,4,4,1,5,4,2,5,4,5,2,1,2,5,3,3,5,3,4,5,4,7,2,5,Technical Evangelist,89
2,2,2,1,2,5,3,4,5,7,9,1,1,3,2,7,10,8,3,4,2,3,3,3,3,2,4,5,5,2,1,9,1,4,4,1,1,3,3,1,4,4,1,2,3,2,4,2,5,5,4,4,2,1,4,3,1,5,1,2,4,3,2,4,1,5,4,4,5,2,4,1,3,4,3,5,4,4,3,5,1,4,1,2,4,3,5,1,2,4,2,1,3,3,4,1,4,5,2,4,2,5,4,1,3,1,5,4,2,5,4,3,3,5,2,2,Front-End Developer,43
7,5,1,2,2,3,1,1,1,1,4,1,5,1,4,2,9,1,1,2,3,4,4,1,2,4,3,1,4,5,1,8,9,2,1,4,5,5,2,4,2,2,1,3,2,2,5,3,3,5,5,2,3,2,1,4,1,5,2,5,1,1,3,3,1,1,4,5,10,3,3,4,3,4,2,1,7,5,5,3,3,2,2,3,1,3,4,3,1,3,3,3,2,3,4,4,5,2,1,4,2,1,4,1,2,5,5,2,2,5,3,3,3,1,3,5,Blockchain Developer,10
10,1,2,2,4,4,7,2,5,2,1,5,3,2,4,1,5,1,3,5,2,3,4,1,1,1,5,1,1,2,2,2,9,2,3,3,1,2,1,3,1,4,5,3,3,4,5,2,5,4,5,4,4,8,2,5,2,3,5,1,5,3,1,5,4,4,1,10,7,5,3,1,1,2,5,2,1,4,1,2,3,5,8,3,4,3,3,5,5,3,2,1,1,2,4,2,1,5,5,5,5,5,3,4,5,4,4,3,4,2,1,5,5,5,3,1,Cryptography Engineer,20
9,2,2,1,10,5,2,9,4,4,1,1,5,2,2,2,8,5,2,5,1,1,4,1,8,3,3,3,3,2,1,2,5,2,3,3,2,4,2,1,5,1,5,5,4,5,2,5,1,1,3,1,4,2,1,4,5,5,3,5,2,1,4,3,5,4,5,1,3,3,5,4,3,1,5,4,3,4,5,5,5,1,1,3,9,4,2,3,1,1,2,2,2,1,4,1,4,3,1,2,4,2,2,1,5,2,5,1,4,5,4,5,2,5,1,2,Middleware Engineer,62
1,3,4,4,2,1,7,1,1,5,1,4,1,4,4,5,2,4,3,5,2,4,3,5,1,10,1,5,4,5,2,1,1,3,5,5,2,3,5,5,4,4,5,3,1,1,4,3,4,5,4,1,3,10,4,3,4,2,5,5,5,3,4,3,1,2,1,7,9,2,5,1,2,1,1,2,3,2,5,4,4,3,3,1,3,2,5,5,5,4,1,1,1,1,4,4,4,3,1,3,3,5,1,2,3,1,1,1,3,8,1,4,5,3,3,4,Security Architect,76
3,7,5,2,4,1,2,5,4,10,9,4,4,3,4,7,3,3,3,5,4,1,1,3,1,3,4,4,4,3,5,4,5,5,1,4,4,5,2,2,3,2,3,5,4,3,3,1,4,4,3,3,4,2,1,2,5,3,3,4,5,9,5,2,4,2,5,4,2,2,1,2,1,5,2,1,4,3,5,4,4,5,4,4,1,3,4,3,1,5,3,1,1,1,3,2,4,1,5,2,2,1,5,4,1,3,3,4,5,3,2,5,3,2,5,1,Web Content Manager,98
1,5,2,5,5,5,5,5,2,10,9,3,2,1,1,8,7,7,5,4,5,1,4,5,1,3,3,4,4,4,2,9,5,3,1,5,2,3,1,3,1,5,4,4,5,4,5,1,5,2,3,1,4,5,1,3,2,4,1,4,1,2,1,3,4,5,1,1,3,1,3,1,5,1,3,3,5,5,5,1,4,5,4,5,5,2,2,5,2,2,3,2,4,5,5,4,1,5,1,2,2,5,1,3,5,5,2,4,4,1,3,2,3,3,4,1,Web Developer,99
10,8,3,3,3,3,5,1,4,2,1,4,4,4,4,2,4,5,2,3,8,2,4,2,1,4,5,2,5,1,5,1,2,1,3,1,2,1,5,5,1,3,5,5,3,4,4,4,3,3,5,3,3,2,5,1,3,4,4,3,3,1,1,4,4,1,4,2,1,3,2,3,4,3,4,5,4,4,3,4,5,4,4,1,2,1,5,2,5,4,2,3,4,2,5,1,3,2,5,3,4,4,3,2,1,4,4,5,1,1,1,1,4,4,1,4,Geographic Information Systems (GIS) Specialist,47
4,9,4,5,3,2,2,5,5,4,2,5,4,4,1,1,3,2,5,2,4,5,1,5,1,4,3,1,1,3,8,5,4,2,1,4,4,4,4,8,5,5,3,5,1,1,5,4,3,3,5,2,5,4,4,5,2,4,1,1,1,1,4,3,4,3,2,2,4,3,4,4,3,5,2,2,2,2,2,4,4,4,5,5,5,3,1,4,4,3,3,2,3,3,2,5,2,2,2,3,1,3,4,5,1,4,3,1,5,2,2,4,3,3,7,10,UI/UX Researcher,94
4,4,2,3,5,2,7,10,1,3,1,1,3,1,5,5,4,2,4,2,5,5,5,1,1,1,3,1,3,1,3,3,4,4,1,4,3,1,3,2,1,5,2,3,4,1,1,1,4,1,2,4,4,8,4,2,1,4,4,1,4,3,2,5,3,2,4,8,9,3,9,1,3,1,4,4,3,1,2,4,2,1,2,4,4,4,4,5,3,5,5,4,4,3,5,1,2,2,4,5,1,3,1,2,5,5,4,1,2,4,3,5,3,4,2,1,Cloud Security Engineer,16
10,9,2,3,4,3,5,2,4,3,2,5,5,1,4,1,10,2,4,3,1,2,3,4,4,1,2,2,4,5,2,5,5,3,1,4,4,3,10,2,3,3,5,2,3,5,5,5,5,3,4,3,5,2,3,2,1,5,3,5,2,4,4,2,3,5,3,2,5,2,1,1,3,3,4,1,1,5,4,2,5,4,5,4,1,5,3,5,4,3,1,1,5,3,4,5,3,3,3,2,1,4,1,5,4,3,1,3,1,3,2,4,2,2,2,1,Robotic Process Automation (RPA) Developer,74
3,1,3,5,4,5,4,7,7,2,2,2,3,4,1,3,3,5,1,5,4,5,3,4,9,5,1,1,5,5,1,5,1,7,3,5,1,5,1,4,5,2,3,4,8,4,2,4,4,3,3,1,4,1,4,5,5,1,9,2,5,5,4,4,2,3,2,5,2,5,4,3,3,5,3,5,4,2,4,4,2,3,5,4,4,5,2,5,5,4,5,1,1,1,4,4,2,2,4,2,3,2,4,4,4,3,1,4,3,5,4,2,3,5,2,3,IT Operations Manager,52
